"","geneid_3310","geneid_2978","geneid_6352","geneid_2621","geneid_5337","geneid_10594","geneid_826","geneid_11224","geneid_1982","geneid_8664","geneid_11315","geneid_6727","geneid_2665","geneid_6135","geneid_377","geneid_3183","geneid_4735","geneid_3178","geneid_6233","geneid_6207","geneid_2197","geneid_1072","geneid_6141","geneid_8665","geneid_6193","geneid_6155","geneid_6164","geneid_4677","geneid_56910","geneid_6143","geneid_5250","geneid_6205","geneid_6133","geneid_1655","geneid_6128","geneid_23399","geneid_4736","geneid_11335","geneid_10657","geneid_51493","geneid_2079","geneid_23","geneid_1603","geneid_7528","geneid_10899","geneid_11143","geneid_7705","geneid_9092","geneid_3608","geneid_9552","geneid_8882","geneid_6881","geneid_10438","geneid_4841","geneid_23020","geneid_387","geneid_10921","geneid_6229","geneid_6156","geneid_3326","geneid_375","geneid_3550","geneid_821","geneid_9733","geneid_27013","geneid_10285","geneid_4670","geneid_2987","geneid_79036","geneid_4946","geneid_533","geneid_23326","geneid_10944","geneid_6923","geneid_1327","geneid_10959","geneid_6124","geneid_2339","geneid_6230","geneid_6167","geneid_3094","geneid_1938","geneid_6204","geneid_3190","geneid_51433","geneid_3192","geneid_8661","geneid_7184","geneid_4478","geneid_81","geneid_351","geneid_5573","geneid_1832","geneid_5885","geneid_9948","geneid_4691","geneid_163","geneid_1173","geneid_1213","geneid_9761"
"EFO_27",4.30705232245438,3.77092313969097,5.17923046084734,9.12017058742648,4.89172541135713,10.3156695313341,11.3164485374925,12.8814627041647,11.6846393816254,11.1579791730164,12.3989655413455,12.1842852932788,11.8823489024111,12.5823141559576,11.2057740227396,11.8269083558082,12.4982994316362,13.1876900941893,13.548399137105,13.4904588980653,13.0465991355709,13.7848604228847,12.9367054926468,11.8894622051659,13.0558276303343,13.6614401014345,13.2335303956818,12.3156504955901,11.3650911887188,13.4984816814019,12.8425099951736,13.8160666444927,13.5555665437438,11.9042849955118,13.1554816020151,9.75502204450006,12.8872263843722,11.5550133948955,11.7019862975761,10.2035162469183,12.392431936227,9.3537489198958,11.5473580962117,11.1640510895126,11.4575953591726,8.37762225698528,10.7858735186566,8.96065306432089,9.50489877354823,10.5165714350729,9.75444594629163,11.5592080075863,9.95833369321211,12.6894979898325,10.8699090538062,12.0964634113261,11.3360304590319,13.7052214001494,13.7217307349277,11.6861881636895,11.5448101547863,9.71569509129734,12.322496589576,8.21108472678349,9.21999353966228,9.8678811481875,9.93943044504011,10.1689184397726,9.88020678174312,12.426611047929,10.8775866188417,10.9217695570056,11.1183936420804,12.2105692533924,11.9661986876162,11.6508978358103,12.8346854852779,11.1709322438072,12.5499212766434,13.6558489793624,11.9057941375165,13.1027758211245,13.8509981352121,11.5962641779184,10.1922600028458,11.7544808000107,10.6697686055438,11.7834214882772,10.7928181932769,10.3694246722964,11.5895909025717,10.9375518573661,11.2742496238487,10.5350367014568,11.5456171090451,12.1899292877792,8.71800612633318,9.78908632160031,12.2090319459557,9.82611095783512
"EGI_1",4.65698587727903,3.76213819355111,4.57400821379381,9.15715687650083,5.10106329439668,10.7263107131222,11.803300458007,12.4211091797425,12.0061220969424,11.7581258023761,12.3941542400371,11.7778341110452,12.0185414265845,12.3743174936699,11.1526655379603,11.8346301302575,11.7121961131734,13.6024412539359,13.2798910877665,13.5925416669376,13.1075297480687,13.9577749388922,13.0694979552345,11.9493034078042,13.1592777612182,13.6712574945355,13.2321634699911,11.4721457390527,11.4328016385427,13.3097915011708,12.198023447708,13.7633802538283,13.4594772818378,11.3727616030927,12.6768025240019,10.1673842567035,12.5733994514569,11.1659007611766,11.9205684095599,10.1001434744022,12.7839135616437,10.3943496795805,11.0623071526509,11.2927173149331,11.0005810922301,8.97921677267333,10.6838339855332,9.9288322362543,9.91694728512448,10.4253874181413,9.62499282612008,11.2567299972212,9.78877805331037,12.4706952886035,11.2247663799898,11.6037509988691,11.2713849675749,13.7794047545759,13.5231369809482,12.4862793639018,11.8158456901468,10.2531227621276,12.1096007753011,8.53275762513569,9.2205097652892,10.7910454661577,10.7508194224913,9.96991029882546,10.1378830811329,12.9191137594409,10.8425335584618,10.4373455270605,10.7890589689806,11.5693863491605,12.1088313875397,11.5983370707466,12.539022514068,10.8326174964617,12.8553504365414,13.8448628110155,11.7365321576934,13.2798439740051,13.8530875045225,10.6699972679009,10.3044390246558,11.6199390968159,11.0018258016932,11.7812106526659,4.79600654034457,11.3120939996223,11.5338194078995,10.8872524374604,10.9655429777952,11.3626718596499,11.3150530043611,12.6669624437417,10.7944107352509,10.4761235744554,11.8936804724629,9.59177657207952
"EM_2",4.77079615998638,3.77929763550073,4.45724821905542,6.13066032779178,5.5694090189945,10.5934474106259,10.5407513031129,12.5355695107832,11.6990708454317,11.9269161835636,12.1143777408531,11.9050382647551,12.6930724817172,12.6482386748847,10.6162417802339,11.787737236708,11.9271300607641,13.5677988289263,13.3545236621288,13.642134510601,13.0130118172269,13.1915565119595,13.310017467345,12.0973836408063,13.4341465842021,13.8658597032239,13.2056134756691,12.417680873511,11.4424034178718,13.6119607385216,12.246639129645,14.0494494578168,13.6814497114545,11.6166868905423,13.0463064956911,9.77344984440928,13.1114013412368,11.6150609202185,11.8642068082945,9.80049768075576,12.2983112426771,11.222946538157,10.4814150873527,10.8999499521872,11.319931649231,9.82253422145656,11.3630933673134,9.89460802037468,9.49320187577372,9.32508560932016,9.28925606151645,10.0152237230939,9.90965227548331,12.5364384819535,11.1370794793319,12.250594240148,11.6698000789731,14.0820840786714,13.818230129214,12.7060453233972,11.3632017231503,10.5468793617957,12.1059845366016,9.21761334393583,9.05665478860173,10.6112703309949,11.3291405642641,8.73622614784291,10.3222228524516,12.8247648987608,10.7192759492307,9.86310346088005,10.9511960045382,10.9829334445349,11.3903401942022,11.4711319140369,13.2424200846518,11.6817508317295,12.9873187229692,13.7560007378325,11.5794775687365,13.3089050624321,14.1377088084561,10.9771283941492,11.4103033418239,11.8279685402045,11.7464715281046,11.60711364955,11.9631124541003,10.3852003119617,11.3408964540088,10.7534659631366,9.45610204976787,11.7056898820818,10.1093582179979,12.6179674391907,10.7282861994503,10.3664948860774,12.2151921346529,9.57120769374353
"EPLC_272H",4.22464579745182,3.79264626934924,4.16073930547534,9.49359330294826,6.26906212848087,10.3694271032634,10.016030499747,12.8473290106684,11.9416362985608,11.6934306644494,12.1273908833241,11.9727071282533,11.5216961503208,12.1161434176137,11.0932631088128,12.1098809304686,10.8498564250091,13.5124404700291,13.4429185653938,13.8979072223322,13.3493533366779,13.6753000936778,12.5780918042897,11.8839231127189,13.4145383576017,13.3940447769306,13.0994897062554,10.5075749724142,11.379473470972,13.5712836966965,13.209529972699,13.6893563359415,13.6862876673113,11.5087776926338,13.2031668591676,9.49730596874545,12.9009863669488,11.9115553420878,12.0637673463667,11.0459347644763,12.6595379791527,10.2965391144928,11.6188594480095,10.7858219983369,11.1167964586095,8.0370914698081,10.3391091063411,9.99385381484462,10.3136151401826,9.74300984520892,9.15156219394539,10.744227314117,9.65752276556249,12.6599174206606,10.8020150585505,11.497566441636,10.5327576114655,13.8014116450844,13.9216616356745,12.0569058000321,11.9093696760773,10.6535502828923,12.3651595615389,9.09605925080465,8.64950902719585,10.167527913391,10.7189774618405,10.0076309025171,10.4135682020725,12.9310467744677,11.1237034587637,5.34717084052478,10.4115814828685,11.3862939533599,12.4206289801323,11.6003057827197,12.7028829109089,12.0096532252736,12.2379787515429,13.8569553607144,11.774737299038,13.5228152822106,14.0383224444573,11.271579269239,10.7424282325554,10.9506525041704,10.7429862871659,11.750274842295,10.7713655250571,9.59584273207917,11.32311770461,10.2740797947222,11.9228248552992,10.9872295714526,10.2144914183508,12.3476880716677,10.0275276933624,9.93333121509286,11.6126466432711,9.48162835015905
"ES1",4.83865246359793,3.7577276022453,4.05170310810381,6.32775457532078,4.7306492840176,9.90549701295619,10.3695749541862,12.8165334656561,12.0444265695398,11.7192187074763,12.3983824876124,12.0190781766475,12.1540552396824,12.7946393381852,10.4607932479268,12.3785615363422,11.5773844153937,13.6698314167576,13.3481261074593,13.6989865643522,12.4730468773566,13.2044037034627,13.1980436446991,11.9806031148476,13.322564784686,13.6455825380883,13.2130376230652,12.1177236773659,11.7938442435719,13.5555310323514,12.9063167406969,13.9775015199434,13.7267341378143,11.9027097863867,13.2236713117846,8.96622226861974,13.1506217894712,11.6003190730073,12.0134108511771,10.0224879288119,13.0640506937817,10.0949876288003,11.5661192355088,11.6255951922896,11.8609998963854,9.05503115327499,11.7199558020065,9.01527787126598,11.8822184647044,10.2421717628165,10.9562694971738,10.8169449825618,10.4537431851135,12.6591937268496,11.3612384552572,12.0636002196784,11.1201094335593,13.865780332738,13.8416131465977,12.0002357868244,11.2556518791488,10.1862917366804,11.6652007031663,9.36746448652411,8.95306466257641,10.3427324486117,10.0820295164018,8.45187779243104,9.83534889184457,12.6716491808255,10.2208907135871,10.7694430268652,11.668032079644,10.96662600975,11.4476922205654,10.9119749051849,13.1258209245,11.198387445869,12.845196368435,13.7526216243152,12.5109467450497,13.2525994101363,13.709787000723,11.4704806403384,10.7706816800078,11.8019307734074,10.8819784313254,11.2471892707208,10.3678032770514,7.56489007136542,11.3441542739708,10.5396826211894,7.57213488763321,11.5734282532574,9.76823038037706,12.3816615495376,8.64295293239776,10.413165593866,12.0104536296482,8.46113740639202
"ES3",4.39569753933396,3.80462290017563,4.08748793241341,6.12181855211393,4.16181878723118,10.7307425700452,10.4554399845529,12.7403646051393,12.0206456344613,11.9938270578151,12.3530318886527,12.3503983538078,11.7917039409358,13.0739231916412,10.3711492840064,12.2480711735341,12.0620231800187,13.758194740886,13.3617375748352,13.4066831927134,12.4977759058032,13.2312453924004,13.1491817984713,11.7556259069182,13.2261017151936,13.4547435717814,13.3730866206217,12.5069499597263,11.4827688937917,13.4397732864951,12.9376368367635,13.996131415428,13.6939285465469,12.2761075411351,13.411761884262,9.23069675627472,13.3039593739091,11.9618309901658,12.0304660838276,10.1822149636907,12.5273036715056,9.82831392678999,11.1560086479244,11.0428332726813,11.6223454805854,9.06648491060945,11.3711846138081,8.5111365484448,11.7194465907209,10.447069495732,9.4540153353603,10.1844709735317,10.0540418549878,12.8730279447327,11.0399526018531,12.2888934876122,11.4041662790124,13.9039893714129,13.7728398960601,12.1638695870196,11.8630264256038,9.82577879872065,11.6010453201139,9.27976479775171,8.65138184842832,10.0480196866035,10.848364367376,9.93707568670587,9.68713661181021,12.4967182708836,10.456209613793,11.2864539132819,11.4492597795882,11.4364840578394,11.6694395456864,11.3198568870828,13.0884997932834,11.6164487758002,12.9401957074378,13.668289310137,11.8077864363197,13.0485641101618,13.7291470130806,11.4714051311978,11.056911370102,12.214905595887,11.0812831890743,11.7215806943365,9.96418643753569,7.46494480621853,10.6165894981896,10.2868451907577,4.28962409779665,11.6387410742695,9.96765653040677,12.2277408400564,8.8076962257502,10.4319584561207,12.31049535905,8.58903455618134
"ES5",7.19635031504303,3.76648846965235,4.19377839646373,6.57560513239435,4.37079388885795,10.6863285090666,10.4271920660741,12.8979043077549,11.3763855998891,11.6446129462178,12.245707646585,12.5835614508945,11.9262304761,13.0102153755183,10.2121565681403,12.0246149071313,12.0226977179146,13.6993952966528,13.5106988874979,13.399197587912,12.4412594902233,13.0418262923375,13.2718435589481,11.5204228016245,13.2107991243629,13.6006740185737,13.3566883288322,11.6043823583388,11.5994468560677,13.6254622098683,12.6320234105319,14.0378470152375,13.7163896042354,11.4462495763257,13.3463452291837,9.78886295319139,13.1197882631955,11.6520521577559,12.1195437127784,9.62436796742361,12.1642262437111,10.1447244183704,10.7180421911739,10.5524942820833,11.5410099326571,9.3164045344769,11.2338420028634,8.69403072537071,11.421349739966,11.0199582893886,9.73339457101638,9.3616189894968,10.3170328927441,13.0967541116803,11.3883159274864,12.2816991352376,11.4934510466208,13.9070694014896,13.9285981451445,12.3933142045922,11.9325613394652,10.1793223271857,11.2597067285008,9.20926746865793,8.71168084271721,9.541255425619,10.5119833458416,9.59531257101199,10.047939363135,12.5373358199715,10.7500049503931,10.8217048598079,10.8738495016897,11.4015155156318,11.6281840382594,10.9078779831062,13.0940980611496,11.9480244464591,12.96952648509,13.6921766642964,11.5205728313153,13.0146147903051,13.912642699027,11.2491634553889,11.0143490903953,11.9265942843427,10.3888592064387,12.1449364148841,9.93126647981527,8.3752123641227,10.680611345164,10.6902049339106,5.61985581133317,11.973698319201,9.57696084788999,12.3991286534763,7.88904091939114,10.1645215057045,12.1092346007015,9.23567834303961
"ES6",4.27766430323245,3.71778662814601,4.31654470735683,6.44652595273379,4.6198902870256,10.8155524409027,10.6109188403904,12.7260525648481,11.0977295225382,11.2162133274811,12.2434371171446,12.1653920229036,11.8025905361134,12.9939027929049,10.906659696429,11.8959600028685,11.693375479157,13.8351096313057,13.3765562804063,13.2063381868968,12.5673182630846,13.3947396573568,13.0645313778681,11.7203552635021,12.975376738431,13.4039957188646,13.2881675281993,12.2511266330871,11.3248144588095,13.3712541903765,12.9204734088875,13.9613201573164,13.6184998738636,11.1029335814214,13.2900586776744,9.47332823481028,12.9557835283845,12.0510886313709,12.0554258722625,9.75655155809607,12.2998989039907,9.68290701616047,11.0429307531042,10.5529788363067,11.2082502602228,9.32518892149045,11.0855465110057,8.65313370689403,11.4332088096073,10.1991743675827,8.50550072049486,9.80103276354337,9.9976996505921,12.9685285883093,10.8901614209084,12.3311463314557,11.9460457266542,14.0242236701884,13.3890467993935,12.3106184243655,11.7050409329297,10.5954665674511,11.9186641580639,8.82624505845479,7.65597355273912,10.082687145182,10.8452495586236,9.52838731187237,9.34881698753902,12.9550648872096,10.2756489083528,11.1717733681604,10.840449670768,12.1076866537306,11.4886760997376,11.345371638619,13.1314698323902,10.5128984264589,12.7048028311933,13.6703867772931,12.3816356770758,13.1788104219544,13.6252228601277,11.4586324839982,10.3478071942511,11.919434281323,10.9275311824452,12.0801836383317,10.1374267620391,8.51100068108287,10.5856190354636,10.2950439246008,4.58425342230022,11.1523340970944,9.95885569571723,11.8920905708314,9.1086868209007,10.975474575562,11.8054462226902,9.16032156542022
"ES7",4.76118045211329,3.72890817170135,4.60744741071338,6.69157061823312,4.60387173448906,11.0010616371414,10.4166539325228,12.6747951019292,12.4980702482517,11.6762579065358,12.2984913657645,12.1310243576382,12.3421706533317,12.4813813268235,10.9108224255806,12.1494950739748,11.5780251085933,13.5339254403249,13.3841635274275,13.4855986946157,12.2440010097737,13.5287331399061,12.9571664304092,11.5385259342905,13.1124995210422,13.4695806304534,13.1654081218267,13.1227998737807,11.4161209576323,13.3875143611622,12.7587221171932,13.8852537257034,13.6725619701318,11.7614048329583,13.1582665700604,9.78539841497056,13.0480192844201,12.1855769293125,12.1706437954824,10.0752723805442,12.7921415335084,10.2932810092436,10.7698457965403,11.0743067773536,11.2166673279497,8.71447159170411,11.3012016297024,9.02297473022093,11.2683163478003,10.168485199655,9.78812324040547,10.3161886646258,10.0271789112043,12.9756987256598,10.9884500467399,11.9719880019565,11.017197864359,13.7285660300432,13.7740500523978,12.3345552047743,11.6273811339441,10.2273278185808,11.5485019052236,9.23305687720333,8.81438861214431,10.037619202498,10.5272173965444,10.0271042049446,9.71749864838524,12.8942594334264,10.7340248404709,11.1619499876871,11.7895567226505,11.7146885730901,11.8037572237445,10.8027276207114,12.6441258297046,11.0737249672858,12.4154825527008,13.7982295470491,12.1605653549845,12.9977460866508,13.7158569662073,11.6342989145857,10.9886878155641,11.9479421599123,10.706991504571,11.5689617483267,10.8414557987602,7.91567077309028,11.080542255812,10.2033932965025,4.28438356806786,11.9105709702038,10.0595600326785,12.1874806413841,8.55175362291549,9.77372235687957,11.7841188379178,8.67183531102914
"ES8",4.88849689802439,3.80971329692765,4.33561956914461,6.62866809089428,4.81799508808511,10.3108940306181,10.3691271978627,12.6960011935768,11.7810254953343,11.9021899581891,12.2968110046451,12.1643714427845,12.0106523191173,12.8625642174046,10.9808827102237,12.3941719525916,11.8264029827521,13.807406732145,13.363938897251,13.8033409389128,12.754249184389,13.0037264152077,13.1169382468012,12.3077056865841,13.2938330495433,13.4846178261338,13.2674316825387,12.5636957881854,11.5242157416279,13.323745128573,13.0522508050814,14.0406535353748,13.7664609550547,12.0545951890511,13.2873481419126,9.38611088760363,13.4657908198045,12.2146530162712,12.0752238177122,9.82674555137534,12.608572722827,9.9338209644231,10.7853340311189,11.3181456264503,12.3038706179869,9.43223507378519,11.7269387553228,9.50410493621842,11.676268494543,10.6782630063662,10.5563945497619,10.6800192547629,10.3152469194145,12.6430451346374,11.4033766079922,11.8886953404959,10.4598799271752,13.9346867743884,14.0111149607325,12.1821220586462,11.88287839836,10.8722693168024,12.5423518947948,9.78351513812898,8.62307980043795,10.4998665978191,10.2929004037015,10.0182550079819,10.0065384425192,12.8088955872844,10.6307748800644,10.7142750232513,11.7333716733849,11.808814465222,11.9634491137222,11.0248334283303,13.2248389536025,11.2870652731694,12.8890252929199,13.6160261925595,12.5359159563144,13.2329284652071,13.6075502077601,11.5511078959771,10.83084177155,11.6182378959277,11.2060113967704,12.581208097317,10.0295717424147,7.37784228172366,11.1458895942519,11.1589402807636,5.83341714790007,11.386517098098,9.86571557460876,11.9445610401315,8.33986723932591,10.4568584302481,12.2473954250622,8.91145646019595
"ETK_1",4.5904693828253,3.70191890249833,4.37669139286125,6.37031082494953,5.33425372369665,11.4286185222831,11.6056554819629,11.6531737067289,11.3878399109014,11.0231094362284,12.0813696826597,12.2803677338267,11.8489612634381,12.2667628421929,11.1456045293261,11.2542933318292,10.4576953037796,13.3190940616385,13.1210037080831,13.3144782888219,12.907837319693,13.8080929944613,12.6179556042942,11.6965675285472,12.9564510372317,13.3996759796242,13.0514894608017,10.9890007950074,11.5930245320579,12.891935781816,12.5966259930533,13.5787861541181,13.2146702338508,11.4362427883613,12.7269871470665,10.419314352324,12.2668334368808,11.5873471935944,11.4636312088821,9.40049312253408,12.5397671423149,10.372911033406,11.5233454446561,11.0511240920907,11.3036321259591,8.45495967947291,10.3890163815662,10.0234530720642,9.35318534492475,10.6369767201464,9.73862279719429,11.171469556733,9.69834405776214,12.8814351505197,11.2642501538667,11.4032861484938,11.0419196753815,13.7183735813934,13.4773267625923,12.0964766352552,12.5052794940692,9.8646116002253,11.6043606038876,7.64755237982731,9.26219887978984,10.0297430985309,10.0012336493136,11.2274623015162,9.74210734175093,12.9272927518794,11.3770600534368,10.8304331567909,10.140026538497,11.7691566100476,12.2242196728027,11.7620471610136,12.3891888182996,10.6943560965804,12.810751516898,13.8919137917456,11.3727568167128,12.9925795520946,13.7894090255755,10.3372059154964,10.7726511281152,11.0781728672815,11.0668795410581,12.0834620484965,4.26627333668871,11.2825732131792,11.6609112747446,10.6371777678588,11.2015364477195,10.8911229817833,10.8001841501757,11.2201882106939,9.54265104469673,10.2778451200744,11.8282256632072,9.84490826302671
"EW_1",4.8626108104603,3.93072422282853,4.23797534237403,6.71855377939014,4.3288655997972,10.6752061508004,9.59318301300119,12.7881857312972,12.0972179997764,11.3453971921219,12.199063005468,12.3099860408565,12.0442432451833,12.9357198670147,10.890274209216,11.9390248604337,11.4643617748861,13.5275979230608,13.19945719591,13.7717945618182,12.5726454855707,13.2665262634633,13.2545280028512,12.0030132050074,13.3245214400114,13.1195025687188,13.3265724549198,12.522171281101,11.23650523531,13.1625748202709,12.3694064365319,14.0866505223272,13.8400950475751,11.9487252233841,13.3257780006748,8.23209720946297,13.2143399206244,11.318569033044,12.1052573599908,10.0687579124999,12.6113412153452,9.27144445501121,11.0210745134507,10.6221493954474,11.6141007291432,9.18175373404165,11.1034284316825,8.92946425143215,11.07523765907,10.7220123867788,10.0598263446371,10.351018359999,10.0054328234142,12.9032198924502,10.7342685076885,11.3052031350055,11.7336635238855,13.9135631667509,13.9442666103933,11.8870135332134,11.652828756346,10.4668060655236,12.0881405137697,8.93227366372264,9.28408131527951,10.2969149261761,10.700111206077,8.51479810168654,9.81929722446806,12.7934329853407,10.9616336900326,10.0637589901409,11.9343576602946,11.7174201935349,12.1354573393197,11.4045178428172,13.1996108705257,12.1216604375409,12.9724245340887,13.7270432575993,11.9777758447127,13.1752968881818,13.7587283344533,11.1962468196133,10.9227391266482,11.7613213265705,10.6510957489109,11.719646173698,9.98585347519667,7.59835648217928,11.1173263230542,10.3076684604768,4.63612732260003,11.5268523618619,9.91313027109053,12.066735583254,7.92217107118571,10.5959006156974,11.9216370939871,8.96265252009374
"EW_11",4.65379195764584,3.6924864587865,4.30656883129157,6.2836308892066,4.09340698409324,10.6230461831967,10.93271346736,12.8610955586038,12.1773553341608,11.6182489350618,12.5929972742087,12.6769423681516,11.4564419494795,12.8281986176291,10.802546753562,12.3484366488329,11.5679755353821,13.8789603848579,13.5109465972477,13.6974774317857,12.7462560229683,13.5796440274204,13.4067334948644,12.3257574342717,13.1976592373123,13.6639125307118,13.3957586897267,11.9676891683605,11.4849598661407,13.5266787984073,12.7085924668738,14.2040284380893,13.6748801629661,12.1057960059646,13.2939833678192,8.54447497835031,13.1818033266788,11.8680520764537,12.2569198725623,9.81898096174947,12.674083975917,9.94383474856717,11.4356179770222,10.827138292147,11.7501630274027,9.01411219736234,11.240784899844,8.77465254035009,11.2673369439772,10.352278750367,10.188443041154,11.1841399737192,9.83780889629061,13.1825610682081,10.9484194139048,11.9559195419509,11.7008648580922,13.5519624242176,13.7535966167652,11.9423450295537,11.778954175407,9.31141738826709,12.01992749344,9.10247502868981,9.54907037936484,9.86298975765501,10.5746805319151,10.4915472191067,9.94503042232819,12.6291020027447,11.2565084337589,11.5247249471569,11.7984435091269,12.0803714307387,12.0257386434173,10.4758842968797,12.9284189692448,11.7037615092075,12.859855882455,13.8229963726361,11.6893423065729,13.0792807076001,13.9591212740804,11.4360906154069,10.0407929512302,12.1152732258243,10.4453262255382,11.5755398495037,10.5044146636948,7.58652510504689,11.3056447162642,10.5674750038612,5.9813094861355,11.3670417554913,10.4118898183435,11.8905251602974,9.65577139330333,10.4328287490524,12.0805469360153,8.65140575288614
"EW_13",6.90711830167046,4.04376647713899,4.48157640215254,6.56806993162843,4.33681636595715,10.4838074612622,10.4637923334778,12.5269472617571,12.0466967909553,11.2643732493589,12.2629799168266,12.3537323678526,11.9535950278806,12.8441298741819,10.6412004099863,12.1424055342815,12.3944533371517,13.5492279921064,13.4820965868161,13.1068238201473,12.6969376980322,13.424025396121,13.1405843856934,11.1549989207771,13.19315547574,13.5618686401654,13.2955515066121,12.2658201764339,11.2482771214245,13.4055172438851,12.1115224729641,14.1715025385658,13.7035787577014,12.1833202265433,13.2741354496914,9.2109727263853,12.8028356312129,11.8114689381428,11.9499801704111,9.81005323452427,12.7776902450852,9.79348724235711,11.5747913841699,11.140273369445,11.9589794646993,9.15696930166113,11.4604818020445,8.94176171105646,11.4592805611625,10.9078309924772,9.45770028955213,9.32776188333517,10.1927543736875,12.9952261975558,11.1497920104612,12.4687956948475,11.4094332824553,13.7182550965058,13.8866652376338,12.0279358470483,12.1481513178482,9.37452365504043,11.792597807515,9.42390933214296,8.67950724594777,9.66464966411837,10.4597630704353,9.96356434588131,9.69557996979882,12.6183759099693,10.314151715365,11.1980292082741,11.0679019762583,11.9586912753146,10.9518618017693,11.565748985495,12.8178288662162,12.1148249287359,12.814390396491,13.5913182331477,11.1048379776216,13.0381182475729,13.6379511768941,11.3979409608061,10.5704595625088,12.2141041686941,10.0757689189767,12.0069697630232,10.5715712291464,8.11481296594334,10.9090055748674,10.8074503395684,4.26378949426009,12.0735098723097,9.90625654170945,12.1548738947475,9.31859217978045,9.23584313407905,12.0124098399233,9.26145530231637
"EW_16",5.02435994928645,3.81691792047887,3.89837088765275,6.82209025270438,4.17782989891779,10.5463837257635,11.1546165795651,13.0486989784062,12.3035492336074,11.8433595611604,12.1873132086863,12.3924377842873,12.2219897175376,13.1274384061563,10.476585928364,12.1609448456715,12.2223075981368,13.7532577653405,13.4042108310569,13.6708913892622,12.610693215825,13.2680911662106,13.185827338099,12.098678009145,13.016961109377,13.4360202315494,13.249084472756,12.0506304762237,11.447627759165,13.3894951408858,12.7201245292571,14.0346579403728,13.8161036485272,12.2550192905231,13.3909827156412,9.7421506392794,13.0820471292758,11.6999253600295,11.9593504532211,10.3367445339026,12.4214784924413,10.1699701518992,11.2627043201329,10.8816504830487,11.263476483523,8.97933051509515,10.8602277633432,9.15127636403079,11.2329100658579,9.02483339400179,8.80012570888686,10.555911843969,10.1198509315482,12.9341337164283,11.1291517678857,12.348814877929,10.8784131351613,14.0642953443764,13.8683871532599,12.053029427323,11.355033079236,10.615829450252,11.714772142418,8.8718822692004,8.23794063372056,10.210648535174,11.1559040766574,9.10466804608986,9.47681295941487,12.8231654533031,10.2360300349304,11.3817146460971,11.6436573226223,11.6781686728065,11.8284115146766,11.3296999651301,13.2244866463675,11.7086006488619,12.9185766299962,13.7569111292215,12.3170601333535,13.108825077577,13.6334612215864,11.8609045216348,10.50737816867,12.2697658397029,11.0631443572549,11.9822798029257,10.8127219663979,8.97047759411018,10.4341880287131,10.7359557637144,6.95893051143422,11.7356139773061,10.1263702656919,12.4979914730847,8.63615467945466,10.7750153024252,12.6926247627444,9.07082971423972
"EW_22",8.41193441987811,4.19357337318118,3.9782314104192,6.43330936243765,4.02206194709105,10.5180157045793,9.69730311014147,12.8605596236017,12.637854642675,10.6888483330633,12.5244706802977,12.5048516679402,12.09786976005,13.1809904267255,10.6154448916805,12.1350609339235,12.2838085269772,13.6116444123476,13.4992471111163,13.6562352236615,12.4593555946601,13.0962249334426,13.2194811223067,11.4546083022293,13.2886065670028,13.3921772798448,13.2298275451768,12.4952890976947,10.5723438897795,13.4001755925783,12.1166904011206,14.0062238269507,13.7570129673674,11.8762766875297,13.2690432613442,8.61432256623476,13.063920298663,12.0911556221646,11.8790675852678,9.45656464212786,12.5024221526624,10.3742585935143,11.172172680179,10.234764926348,11.7190723707992,8.4088709440037,11.0447109259102,8.50165904687833,11.5935570773855,10.1402524497981,9.51349564439121,9.92650680131898,10.0102053555678,13.2456501884469,11.695914344599,12.0153057921165,11.8421815203272,13.9060787713592,13.9228758625262,12.7796742996947,12.2801098770058,9.65102471414392,12.0593695676486,8.3718099925816,8.20417565602506,10.4166150694372,11.2743626427241,10.4053248530563,9.45039179339396,12.861904994756,11.6527228748564,10.9342497331145,11.3081904285515,12.136062301293,12.0386118347795,11.2934508713479,12.9863930181144,11.7640922229497,12.6444951207566,13.5501751241245,11.7524011954486,13.0840074863689,13.8021738046049,11.9411801155482,9.88391886699389,12.4523696542883,10.7289557422835,11.7958280605837,10.862507987764,7.43892496202991,10.8505478275438,10.1484107912391,4.31360197012016,11.6206619786766,9.50490803581285,12.5579992629918,9.41118693279325,10.5808579723815,11.7375027754207,8.99652263636705
